,Abstract,Task 1
44856,"To overcome this limitation, in this paper we propose to consider instead universal parametric families of neural networks, which still contain specialized problem-specific models, but differing only by a small number of parameters.",OBJECTIVES/METHODS
44864,"In this study, we explore the extent to which face recognition systems are vulnerable to geometrically-perturbed adversarial faces.",OBJECTIVES
44878,"In this paper, list decoding is used to correct the undetected errors.",OBJECTIVES/METHODS
44886,"In this article, we analyze the sup-norm perturbation bounds of HOSVD and introduce estimators of the singular subspaces with sharp deviation bounds in the sup-norm.",OBJECTIVES
44891,This paper presents a one variant of the implementation of the self-balancing robot using the VEX Robotics Kit.,OBJECTIVES/RESULTS
44895,"Often, it is difficult to explore the relationships between the learned parameters and the model performance due to a large number of parameters and different random initializations.",OBJECTIVES
44903,"However, to date the only case of a group with infeasible inversion is implied by the much stronger primitive of self-bilinear map constructed by Yamakawa et al.",BACKGROUND/OBJECTIVES
44904,(2014) based on the hardness of factoring and indistinguishability obfuscation (iO).,BACKGROUND/OBJECTIVES
44905,We propose a candidate trapdoor group with infeasible inversion without using the heavy machinery of iO.,OBJECTIVES/RESULTS
44908,"We present, GeniePath, a scalable approach for learning adaptive receptive fields of neural networks defined on permutation invariant graph data.",OBJECTIVES
44911,"Objectives: The article provides an overview of current trends in personal sensor, signal and imaging informatics, that are based on emerging mobile computing and communications technologies enclosed in a smartphone and enabling the provision of personal, pervasive health informatics services.",OBJECTIVES
44918,"More specifically, we derive necessary and sufficient conditions for the structural target controllability problem of linear time-invariant (LTI) systems with symmetric state matrices, such as undirected dynamical networks with unknown link weights.",OBJECTIVES
44925,"However, for signals such as natural images or movies, the minimal total variation estimate consistent with the measurements often produces a good approximation to the underlying signal, even if the number of measurements is far smaller than the ambient dimensionality.",OBJECTIVES
44930,"In this paper, a deep generative model is introduced to capture continuous probability densities corresponding to the nodes of an arbitrary graph.",OBJECTIVES
44931,"In contrast to all learning formulations in the area of discriminative pattern recognition, we propose a scalable generative optimization/algorithm theoretically proved to capture distributions at the nodes of a graph.",OBJECTIVES
44932,Our model is able to generate samples from the probability densities learned at each node.,OBJECTIVES
44938,There is surprisingly little known about agenda setting for international development in the United Nations (UN) despite it having a significant influence on the process and outcomes of development efforts.,BACKGROUND/OBJECTIVES
44939,This paper addresses this shortcoming using a novel approach that applies natural language processing techniques to countries' annual statements in the UN General Debate.,OBJECTIVES
44943,We present an implementation of a blind source separation algorithm to remove foregrounds off millimeter surveys made by single-channel instruments.,OBJECTIVES/CONCLUSIONS
44949,This may not efficiently harness the time-frequency representation of the signal.,OBJECTIVES
44955,"A new stereoscopic image quality assessment database rendered using the 2D-image-plus-depth source, called MCL-3D, is described and the performance benchmarking of several known 2D and 3D image quality metrics using the MCL-3D database is presented in this work.",OBJECTIVES
44965,"Unfortunately, little work has been focused on this area.",OBJECTIVES
44966,Lack of raw data could be one reason; another reason is that people still use the traditional models or methods shared under non-virtualized environment.,OBJECTIVES
44967,The study of applications' workload in virtualized environment should take on some of its peculiar features comparing to the non-virtualized environment.,OBJECTIVES
44976,We look to overcome this limitation by combining FES with novel mechanomyographic (MMG) sensors to be able to monitor muscle activity during stimulation in real time.,OBJECTIVES
44981,We describe a method to produce a network where current methods such as DeepFool have great difficulty producing adversarial samples.,OBJECTIVES
44982,Our construction suggests some insights into how deep networks work.,OBJECTIVES
44990,"We present algorithms that, for certain classes of size-change graphs, deduce a global ranking function: an expression that ranks program states, and decreases on every transition.",OBJECTIVES/RESULTS
44991,"A ranking function serves as a witness for a termination proof, and is therefore interesting for program certification.",OBJECTIVES
44992,The particular form of the ranking expressions that represent SCT termination proofs sheds light on the scope of the proof method.,OBJECTIVES
44993,"The complexity of the expressions is also interesting, both practicaly and theoretically.",OBJECTIVES
45000,"This work presents a reconfiguration solution of distribution networks, with a construction of an algorithm that receiving the network configuration data and the nodal measurements and from these data build a radial network, after this and using a branch exchange algorithm And verifying the best configuration of the network through artificial intelligence, so that there are no unnecessary changes during the operation, and applied an algorithm that analyses the load levels, to suggest changes in the network.",OBJECTIVES
45011,"Hence, it is natural to ask if the FSO methods can benefit from the PF theory to get around of the limitations of the KF-type IPMs.",OBJECTIVES
45023,"Thus, these models were not well examined using a large number of historical data.",OBJECTIVES
45029,"The research explores and examines factors for supplier evaluation and its impact on process improvement particularly aiming on a steel pipe manufacturing firm in Gujarat, India.",BACKGROUND/OBJECTIVES
45032,Factors influencing supplier evaluation and its influence on process improvement is also examined in this study.,OBJECTIVES
45043,"In order to avoid unnecessary applications of Miller-Rabin algorithm to the number in question, we resort to trial division by a few initial prime numbers, since such a division take less time.",OBJECTIVES/RESULTS/CONCLUSIONS
45044,How far we should go with such a division is the that we are trying to answer in this paper?For the theory of the matter is fully resolved.,OBJECTIVES/RESULTS
45045,"However, that in practice we do not have much use.",OBJECTIVES/RESULTS
45046,"Therefore, we present a solution that is probably irrelevant to theorists, but it is very useful to people who have spent many nights to produce large (probably) prime numbers using its own software.",OBJECTIVES
45050,"To train the deep LSTM network effectively, we propose a new dropout algorithm which simultaneously operates on the gates, cells, and output responses of the LSTM neurons.",OBJECTIVES/METHODS
45054,This paper critically analyses the specific usage of social networks in the times of terrorism attacks in developing countries.,OBJECTIVES
45056,"We describe a protocol for quantum information splitting (QIS) of a restricted class of three-qubit states among three parties Alice, Bob and Charlie, using a pair of GHZ states as the quantum channel.",OBJECTIVES
45058,There is also a special type of four-qubit state that can be used for QIS using the above channel.,OBJECTIVES
45060,"The current study examines how adequate coordination among different cognitive processes including visual recognition, attention switching, action preparation and generation can be developed via learning of robots by introducing a novel model, the Visuo-Motor Deep Dynamic Neural Network (VMDNN).",OBJECTIVES
45064,"Our Chapter in the upcoming Volume I: Computer Science and Software Engineering of Computing Handbook (Third edition), Allen Tucker, Teo Gonzales and Jorge L. Diaz-Herrera, editors, covers Algebraic Algorithms, both symbolic and numerical, for matrix computations and root-finding for polynomials and systems of polynomials equations.",OBJECTIVES/RESULTS
45069,"In this paper, we formulate the segmentation task as a multi-label inference task and utilize the implicit advantages of the combination of convolutional neural networks and structured prediction.",OBJECTIVES/METHODS
45071,"We investigate pivot-based translation between related languages in a low resource, phrase-based SMT setting.",OBJECTIVES
45080,Here we present an efficient enumerative algorithm for the problem.,OBJECTIVES
45085,"In this study, we compare OFDM, GFDM and WCP-COQAM in terms of OOB emissions in a fair manner such that their spectral efficiencies are the same and OOB emission reduction techniques are applied to all of the modulation types.",OBJECTIVES/METHODS
45086,Analytical PSD expressions are also correlated with the simulation based OOB emission results.,OBJECTIVES/METHODS
45087,"Maintaining the same spectral efficiency, carrier frequency offset immunities will also be compared.",OBJECTIVES/METHODS
45090,Here we show how these gates can be understood by modelling the memristors as a novel type of perceptron: one which is sensitive to input order.,OBJECTIVES/RESULTS
45095,In such a case a subset of nodes has to be selected for initial label acquisition.,OBJECTIVES
45096,"The question that arises is: ""labels of which nodes should be collected and used for learning in order to provide the best classification accuracy for the whole network?"".",OBJECTIVES
45097,Active learning and inference is a practical framework to study this problem.,OBJECTIVES
45107,We present a novel semantic light field (LF) refocusing technique that can achieve unprecedented see-through quality.,OBJECTIVES
45114,This letter deals with the controllability issue of complex networks.,OBJECTIVES
45123,In this paper I will argue that this is not only a technological problem but also an epistemological one and I will briefly sketch a proposal for a possible solution.,OBJECTIVES/METHODS
45125,The goal of this workshop was to bring together researchers in NLP and linguistics with a shared task aimed at testing the generalizability of NLP systems beyond the distributions of their training data.,OBJECTIVES
45127,"We study supervised learning problems using clustering constraints to impose structure on either features or samples, seeking to help both prediction and interpretation.",OBJECTIVES
45135,"In this framework, we address the problem of the user selection for multicast precoding by formulating it as a clustering problem.",OBJECTIVES
45140,Authenticating the user trying to access the sensor memory is one of the critical requirements.,OBJECTIVES
45147,"This can be generalized in many different ways for more than two nodes, one of which is finding the heavy weight paths in the graph.",OBJECTIVES
45148,"In an influence network, this represents a highway for spreading information from a node to one of its indirect neighbors at distance l. Moreover, a heavy path implies an ordering of nodes.",OBJECTIVES
45149,"For instance, we can discover which ordering of songs (tourist spots) on a playlist (travel itinerary) is more pleasant to a user or a group of users who enjoy all songs (tourist spots) on the playlist (itinerary).",OBJECTIVES
45150,"This can also serve as a hard optimization problem, maximizing different types of quantities of a path such as score, flow, probability or surprise, defined as edge weight.",OBJECTIVES
45151,"Therefore, if one can solve the Heavy Path Problem (HPP) efficiently, they can as well use HPP for modeling and reduce other complex problems to it.",OBJECTIVES
45153,"In this paper, we propose a de-fencing algorithm for images of dynamic scenes using an occlusion-aware optical flow method.",OBJECTIVES
45169,"Therefore, in this paper, we build up a public PSV dataset.",OBJECTIVES
45170,"At the same time, we proposed a highly fused convolutional network (HFCN) based segmentation method for parking slot and lane markings based on the PSV dataset.",OBJECTIVES
45178,"This paper analyzes the structure of mixed-strategy equilibria for Colonel Blotto games, where the outcome on each battlefield is a polynomial function of the difference between the two players' allocations.",OBJECTIVES
45184,"Given a dataset, the choice of a good quality measure remains a challenging task for a user.",OBJECTIVES
45186,"The aim of this article is the discovery of Interestingness Measures ""IM"" clusters, able to validate those found due to the hierarchical and partitioning clustering methods ""AHC"" and ""k-means"".",OBJECTIVES
45188,We propose the residual expansion (RE) algorithm: a global (or near-global) optimization method for nonconvex least squares problems.,OBJECTIVES
45192,We consider the polyhedral properties of two spanning tree problems with additional constraints.,OBJECTIVES
45196,We consider the polytopes of these problems and their 1-skeletons.,OBJECTIVES
45201,In this paper some new experimental results about the statistical characterization of the non-line-of-sight (NLOS) bias affecting time-of-arrival (TOA) estimation in ultrawideband (UWB) wireless localization systems are illustrated.,OBJECTIVES
45202,"Then, these results are exploited to assess the performance of various maximum-likelihood (ML) based algorithms for joint TOA localization and NLOS bias mitigation.",OBJECTIVES/METHODS
45206,This is because most of the existing solutions for handling class imbalance rely on expensive cost set tuning for determining the proper level of compensation.,BACKGROUND/OBJECTIVES
45212,"Hence, the proposal is not only restricted to two-class situations, but is also readily applicable to multi-class problems.",OBJECTIVES/METHODS
45216,"The problem consists of minimizing an energy functional depending on the velocity and covariant acceleration, among a set of admissible curves, and also depending on a navigation function used to avoid an obstacle on the workspace, a Riemannian manifold.",OBJECTIVES
45217,"We study two different scenarios, a general one on a Riemannian manifold and, a sub-Riemannian problem.",OBJECTIVES
45224,"Therefore, checkpointing of UVM will become increasingly important, especially as NVIDIA CUDA continues to gain wider popularity: 87 of the top 500 supercomputers in the latest listings are GPU-accelerated, with a current trend of ten additional GPU-based supercomputers each year.",BACKGROUND/OBJECTIVES
45229,"This paper studies as a case study the scientific environment of a generalist journal in Geography, Cybergeo, in order to introduce a novel methodology combining citation network analysis and semantic analysis.",OBJECTIVES
45237,"In this work, we are interested in the question - what content in a scene causes it to be funny?",OBJECTIVES
45249,"In this paper, we investigate an energy efficient resource allocation problem in LTE-U coexisting with other wireless networks, which aims at guaranteeing fairness among the users of different radio access networks (RANs).",OBJECTIVES
45263,"In this work, we propose an energy-efficient use of MTJs, which exhibit probabilistic switching behavior, as Stochastic Number Generators (SNGs), which forms the basis of our NN implementation in the SC domain.",OBJECTIVES/METHODS
45265,"We propose approximating the synaptic weights in our MTJ-based NN implementation, in ways brought about by properties of our MTJ-SNG, to achieve energy-efficiency.",OBJECTIVES/METHODS
45270,"In this article, we propose a solution to solve this problem based on a novel deep learning model dubbed Disjunctive Factored Four-Way Conditional Restricted Boltzmann Machine (DFFW-CRBM).",OBJECTIVES/METHODS
45276,We propose a framework that harnesses visual cues in an unsupervised manner to learn the distribution of co-occurring complementary items in real world images.,OBJECTIVES
45286,"Here, we instead investigate their performance using an adversary on the latent space in the adversarial autoencoder framework.",OBJECTIVES/METHODS
45293,"However, by endowing the target and anchor locations with distributions, this paper recasts this traditional, scalar benchmark as a random variable.",OBJECTIVES
45294,"The goal of this work is to derive an analytical expression for the distribution of this now random CRLB, in the context of Time-of-Arrival-based positioning.",OBJECTIVES
45301,This paper proposes the meeting of fuzzy logic with paraconsistency in a very precise and foundational way.,OBJECTIVES
45307,"In this paper, we present an extensive analysis and solution to the underlying machine-learning problem based on frame-level data, where major challenges are identified and corresponding preliminary methods are proposed.",OBJECTIVES/METHODS
45313,For a more precise study of didactic systems the multi component model of learning are proposed.,OBJECTIVES
45317,"A generalized model of learning, which allows to take into account the complexity of the various elements of the educational material are proposed.",OBJECTIVES
45322,We study upper and lower bounds on the height of maximal finite towers with respect to the size of the NFA (the DFA) representation of the languages.,OBJECTIVES
45326,"Since, in many cases, the constructed towers are sequences of prefixes, we also study towers of prefixes.",OBJECTIVES
45330,"In this paper we present a tool for describing and analyzing SCR requirements descriptions, that complements the SCR Toolset in two aspects.",OBJECTIVES
45334,"We define the task of salient structure (SS) detection to unify the saliency-related tasks like fixation prediction, salient object detection, and other detection of structures of interest.",OBJECTIVES
45335,"In this study, we propose a unified framework for SS detection by modeling the two-pathway-based guided search strategy of biological vision.",OBJECTIVES
45342,"Using agent-based modeling approach, in this paper, we study self-organized dynamics of interacting agents in the presence of chat Bots.",OBJECTIVES
45343,"Different Bots with tunable ``human-like'' attributes, which exchange emotional messages with agents, are considered, and collective emotional behavior of agents is quantitatively analysed.",OBJECTIVES/METHODS
45350,This paper presents the first results towards automated verification of source code for differentially private interactive systems.,OBJECTIVES
45361,"In this work, we propose a framework to learn features for texture segmentation when no such training data is available.",OBJECTIVES
45368,"In a distributed machine learning scenario, the dataset is stored among several machines and they solve a distributed optimization problem to collectively learn the underlying model.",BACKGROUND/OBJECTIVES
45369,We present a secure multi-party computation inspired privacy preserving distributed algorithm for optimizing a convex function consisting of several possibly non-convex functions.,OBJECTIVES/METHODS
45370,Each individual objective function is privately stored with an agent while the agents communicate model parameters with neighbor machines connected in a network.,OBJECTIVES/METHODS
45374,This study analyzes how web audiences flow across online digital features.,OBJECTIVES
45376,"We analyze these data to identify constellations of websites that are frequently browsed together in temporal sequences, both by similar user groups in different browsing sessions as well as by disparate users.",OBJECTIVES/METHODS
45379,These images have to be transmitted in such a way that no unauthorized person gets knowledge of them.,OBJECTIVES
45385,"In this paper, we proposed a new loss function called Minimum Margin Loss (MML) which aims at enlarging the margin of those overclose class centre pairs so as to enhance the discriminative ability of the deep features.",OBJECTIVES
45389,We address the problem of recognizing the topology of evolving biological or social networks.,OBJECTIVES
45396,"In this work, we show how to use such deep networks to detect, segment and classify different varieties of wheeled vehicles in aerial images from the ISPRS Potsdam dataset.",OBJECTIVES/CONCLUSIONS
45398,"Especially, we want to show that deep learning is also suitable for object-oriented analysis of Earth Observation data.",OBJECTIVES
45403,The objective of this work is to employ a knowledge discovery from database process to identify groups of indebted households and describe their profiles using a database collected by the Consumer Credit Counselling Service (CCCS) in the UK.,OBJECTIVES
45412,"The Information Flow Framework (IFF) is a descriptive category metatheory currently under development, which is being offered as the structural aspect of the Standard Upper Ontology (SUO).",BACKGROUND/OBJECTIVES
45417,"In this paper, we consider maximizing the weighted sum-rate of downlink and uplink of an FD heterogeneous OFDMA network where each cell consists of an imperfect FD base-station (BS) and a mixture of half-duplex and imperfect full-duplex mobile users.",OBJECTIVES
45422,"We also investigate the effect of the percentage of FD users on the network performance in both indoor and outdoor scenarios, and analyze the effect of the self-interference cancellation capability of the FD nodes on the network performance.",OBJECTIVES
45424,We use a local state-based scheduler to select a few critical data packets to send to the MAC.,OBJECTIVES/METHODS
45425,"In this paper, we analyze the impact of such a scheduler on the closed-loop system in the presence of traffic, and show that there is a dual effect with state-based scheduling.",OBJECTIVES/RESULTS
45434,The goal of this work is to analyze the extent to which information provided directly by the model structure in classical systems is still being captured by neural methods.,OBJECTIVES
45437,This paper provides guidance to an analyst who wants to extract insight from a spreadsheet model.,OBJECTIVES
45444,Developing an efficient method for rare disease detection is a crucial first step towards subsequent clinical research.,OBJECTIVES
45448,"Although such matrices have a tremendous amount of structure and their decomposition is a powerful tool in a variety of applications, the non-commutative nature of the quaternion product has been prohibitive to the development of quaternion uncorrelating transforms.",BACKGROUND/OBJECTIVES
45456,"In this communication, we present our work in the development of a wheelchair simulator designed to allow children with multiple disabilities to familiarize themselves with the wheelchair.",OBJECTIVES
45457,This paper focuses on a multimodal language understanding method for carry-and-place tasks with domestic service robots.,BACKGROUND/OBJECTIVES
45458,"We address the case of ambiguous instructions, that is, when the target area is not specified.",OBJECTIVES
45464,"Semantically understanding complex drivers' encountering behavior, wherein two or multiple vehicles are spatially close to each other, does potentially benefit autonomous car's decision-making design.",BACKGROUND/OBJECTIVES
45472,"However, humans themselves have diverse or conflicting views on what constitutes suicidal thoughts.",OBJECTIVES
45473,"So how to obtain reliable gold standard labels is fundamentally challenging and, we hypothesize, depends largely on what is asked of the annotators and what slice of the data they label.",OBJECTIVES/METHODS
45480,"In this paper, we propose a novel k-competitive autoencoder, called KATE, for text documents.",OBJECTIVES
45486,In this paper we present a general method based on an attention-enhanced encoder-decoder model.,OBJECTIVES
45493,"In this paper, we study the energy efficient traffic engineering problem in hybrid SDN/IP networks.",OBJECTIVES
45504,"However, customers may feel reluctance in doing so due to privacy concerns.",BACKGROUND/OBJECTIVES
45505,"We therefore propose state estimation schemes for a distribution grid model, which ensure differential privacy to the customers.",OBJECTIVES/METHODS
45512,This article demonstrates how to combine the advantages of a business process management system with those of a blockchain platform.,OBJECTIVES
45513,"The article introduces a blockchain-based BPMN execution engine, namely Caterpillar.",OBJECTIVES
45521,This paper is the first effort to connect users' phone use metadata with their privacy attitudes.,OBJECTIVES
45528,"This raises the question of whether learning is just another computational process, i.e. can be implemented as a TM.",OBJECTIVES
45538,"Theoretical foundations and experimental illustrations have been incorporated to provide a first basis for further development, specifically in refinement of solutions and applicability to problems in high dimensional spaces.",OBJECTIVES/METHODS
45554,This paper presents extensions of the open source framework arXiv Sanity Preserver (SP).,OBJECTIVES
45557,This paper is concerned with how to make efficient use of social information to improve recommendations.,OBJECTIVES
45567,"The novelty and contribution of our paper lies in three aspects: 1/ principle: we introduce a `security key' generated at Alice that is unknown to both Bob and Eve, where the design goal is that the publicly unknown security key only imposes barrier for Eve.",OBJECTIVES
45572,"However, there has been little study of whether these mechanisms formally satisfy appropriate policies or even how to formalize relevant motivating concepts such as causality.",OBJECTIVES
45573,We contend that mathematical models of these concepts are needed to justify and compare provenance techniques.,OBJECTIVES/METHODS
45580,"In this paper, we present a method to semi-automatically identify and quantify ablation gaps.",OBJECTIVES
45588,"Resources for the non-English languages are scarce and this paper addresses this problem in the context of machine translation, by automatically extracting parallel sentence pairs from the multilingual articles available on the Internet.",OBJECTIVES
45597,This paper combines both RF and FSO advantages and proposes a hybrid RF/FSO backhaul solution.,OBJECTIVES
45598,"It considers the problem of minimizing the cost of the backhaul network by choosing either OF or hybrid RF/FSO backhaul links between the base-stations (BS) so as to satisfy data rate, connectivity, and reliability constraints.",OBJECTIVES
45604,"However, there is no clear understanding of such a ""chicken-and-egg"" problem, namely, new links encourage more social interactions, and vice versa.",OBJECTIVES
45605,"In this paper, we aim to quantitatively characterize the social network evolution phenomenon driven by a search engine.",OBJECTIVES
45612,We introduce a novel strategy to address the issue of demand estimation in single-item single-period stochastic inventory optimisation problems.,OBJECTIVES/CONCLUSIONS
45620,"In spite of this prevalence, there is little research about how graphs are actually used in practice.",OBJECTIVES
45630,This paper presents a comparative study of eleven such models as well as two high-performing pixel-domain saliency models on two eye-tracking datasets using several comparison metrics.,OBJECTIVES
45638,In this paper we present survey on the search engine generations and the role of search engines in intelligent web and semantic search technologies.,OBJECTIVES
45641,We study a neuro-inspired model that mimics a discussion (or information dissemination) process in a network of agents.,OBJECTIVES
45655,"During further processing in higher areas, information is subjected to a certain condensation process, which results in formation of abstract conceptual images of external world, apparently, represented as certain uniform spiking activity partially independent on the input spike trains details.",BACKGROUND/OBJECTIVES
45656,Possible physical mechanism of condensation at the level of individual neuron was discussed recently.,OBJECTIVES
45659,"Our purpose is to test this possibility in a network model consisting of five fully connected neurons, particularly, the influence of geometric size of the network, on its ability to condense information.",OBJECTIVES
45665,"In this paper, we study the generation of maximal Poisson-disk sets with varying radii.",OBJECTIVES
45672,We present a new framework for tackling ATE.,OBJECTIVES
45677,Test functions are important to validate and compare the performance of optimization algorithms.,BACKGROUND/OBJECTIVES/CONCLUSIONS
45678,"There have been many test or benchmark functions reported in the literature; however, there is no standard list or set of benchmark functions.",BACKGROUND/OBJECTIVES/CONCLUSIONS
45679,"Ideally, test functions should have diverse properties so that can be truly useful to test new algorithms in an unbiased way.",BACKGROUND/OBJECTIVES/CONCLUSIONS
45680,"For this purpose, we have reviewed and compiled a rich set of 175 benchmark functions for unconstrained optimization problems with diverse properties in terms of modality, separability, and valley landscape.",BACKGROUND/OBJECTIVES/CONCLUSIONS
45681,"This is by far the most complete set of functions so far in the literature, and tt can be expected this complete set of functions can be used for validation of new optimization in the future.",BACKGROUND/OBJECTIVES/CONCLUSIONS
45684,"In this paper a novel encryption algorithm is devised based on number conversion, DNA digital coding, PCR amplification, which can effectively prevent attack.",OBJECTIVES/METHODS
45686,The present survey aims at presenting the current machine learning techniques employed in security games domains.,OBJECTIVES
45690,"The next step of intelligent agents would be able to generalize between tasks, and using prior experience to pick up new skills more quickly.",BACKGROUND/OBJECTIVES
45692,"Our approach enables the agents to generalize knowledge from a single source task, and boost the learning progress with a semisupervised learning method when facing a new task.",OBJECTIVES/METHODS
45694,This paper introduces a novel framework for modeling interacting humans in a multi-stage game.,OBJECTIVES
45695,"This ""iterated semi network-form game"" framework has the following desirable characteristics: (1) Bounded rational players, (2) strategic players (i.e., players account for one another's reward functions when predicting one another's behavior), and (3) computational tractability even on real-world systems.",OBJECTIVES
45703,"Unlike images and text, a program has an unambiguous semantic meaning that can be difficult to capture by only considering its syntax (i.e. syntactically similar pro- grams can exhibit vastly different run-time behavior), which makes syntax-based program embeddings fundamentally limited.",OBJECTIVES
45704,This paper proposes a novel semantic program embedding that is learned from program execution traces.,OBJECTIVES
45705,"Our key insight is that program states expressed as sequential tuples of live variable values not only captures program semantics more precisely, but also offer a more natural fit for Recurrent Neural Networks to model.",OBJECTIVES
45713,"We show that this, minimizing least-squares to the centred distances instead of the true distances, is suboptimal - throwing away positive eigenvectors can decrease the error even as we project to fewer dimensions.",OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
45726,"In this paper, we study the largest high-convexity part of empirical networks obtained by removing the least number of edges, which we call a convex skeleton.",OBJECTIVES
45733,"To that end, we introduce a bimodal co-sparse analysis model, which is able to capture the interdependency of registered intensity and depth information.",OBJECTIVES/METHODS
45737,"We use this to exploit the bimodal co-sparse analysis model as a prior for solving inverse problems, which leads to an efficient algorithm for depth map super-resolution.",OBJECTIVES/RESULTS/CONCLUSIONS
45750,"However, most work on community detection does not address the issue of statistical significance.",OBJECTIVES
45751,"Although some research efforts have been made towards mining statistically significant communities, deriving an analytical solution of p-value for one community under the configuration model is still a challenging mission that remains unsolved.",OBJECTIVES
45764,The article describes the prospects of model base management system design automation for decision support systems and suggests the toolbox scheme for design automation based on intelligent technologies.,OBJECTIVES/METHODS
45768,"With this note we provide a full network study, although at a preliminary stage, that reports a complete analysis of a Romanian destination (Sibiu).",OBJECTIVES
45770,We here summarize our experience running a challenge with open data for musical genre recognition.,OBJECTIVES
45771,"Those notes motivate the task and the challenge design, show some statistics about the submissions, and present the results.",OBJECTIVES
45776,Therefore local distortion measures in an image are important for the top-down processing.,OBJECTIVES
45778,"To account for this, global perceptual features can be used.",OBJECTIVES
45779,"Therefore, we hypothesize that the resulting objective score for an image can be derived from the combination of local and global distortion measures calculated from the reference and test images.",OBJECTIVES
45786,"In contrast, the alternative paradigm of individual fairness has received relatively little attention, and this paper advances this less explored direction.",BACKGROUND/OBJECTIVES
45792,"Accordingly, in this paper a method which adds secrecy to this well-known source code is proposed.",OBJECTIVES
45807,The objective of this research is to survey the current limitations of CAN-Bus protocol in terms of secure communication and different solutions that researchers in the society of automotive have provided to overcome the CAN-Bus limitation on different layers.,OBJECTIVES
45808,"In this paper, the tracking control problem of a class of uncertain Euler-Lagrange systems subjected to unknown input delay and bounded disturbances is addressed.",OBJECTIVES
45832,We consider here the leakage of a rate-adaptive information reconciliation protocol.,OBJECTIVES/METHODS/RESULTS
45833,"The length of the exchanged messages is larger than that of an optimal protocol; however, we prove that the min-entropy reduction is limited.",OBJECTIVES/METHODS
45838,"In this work, we propose deep content-user embedding model, a simple and intuitive architecture that combines the user-item interaction and music audio content.",OBJECTIVES
45845,makes its detection of prime interest.,BACKGROUND/OBJECTIVES
45846,Certain features of dependencies in the markets clearly identify times of turmoil.,OBJECTIVES/RESULTS
45852,This study provides a comprehensive test of a head-related impulse response (HRIR) cues for a spatial auditory brain-computer interface (saBCI) speller paradigm.,OBJECTIVES
45861,We extend an analytical model of cascading behavior due to line overloads to the case of interdependent networks and find evidence of first order transitions due to the long-range nature of the flows.,OBJECTIVES/METHODS
45864,"Generating these questions can be difficult without trading away originality, relevance or diversity in the answer options.",BACKGROUND/OBJECTIVES
45870,"In this paper, we propose a unified framework and an algorithm for the problem of group recommendation where a fixed number of items or alternatives can be recommended to a group of users.",BACKGROUND/OBJECTIVES
45871,"The problem of group recommendation arises naturally in many real world contexts, and is closely related to the budgeted social choice problem studied in economics.",BACKGROUND/OBJECTIVES
45876,"In this paper, we study the performance of a MIMO mmWave hybrid beamforming scheme in the presence of nonlinear PAs.",OBJECTIVES
45882,Suppose we have a small quantum computer with only M qubits.,OBJECTIVES
45883,"Can such a device genuinely speed up certain algorithms, even when the problem size is much larger than M?",OBJECTIVES
45887,This paper deals with a method for generating realistic labeled masses.,OBJECTIVES
45896,Monitoring the inter-domain routing infrastructure is however essential for understanding the current state of the Internet and improving it.,OBJECTIVES
45897,In this paper we design a methodology to answer two simple questions: Which are the common transit networks used to reach a certain AS?,OBJECTIVES
45898,How much does this AS depends on these transit networks?,OBJECTIVES
45905,The research question that we address in this paper is how to effectively model this temporal cognitive mental development of prolific researchers.,OBJECTIVES
45914,"In this paper, we present a learning based approach to depth fusion, i.e., dense 3D reconstruction from multiple depth images.",OBJECTIVES
45924,"In this paper, we aim at developing efficient training methods for SFNN, in particular using known architectures and pre-trained parameters of DNN.",OBJECTIVES/METHODS
45929,"We propose a new modularity optimization method, Mod-CSA, based on stochastic global optimization algorithm, conformational space annealing (CSA).",OBJECTIVES
45934,It is a preprocessing step in which long recordings of motion capture sequences are partitioned into smaller segments.,OBJECTIVES
45943,"The goal of this work is to design, develop and demonstrate FlowBazaar, an market-based approach to create a value chain from the application on one side, to algorithms operating over reconfigurable infrastructure on the other, so that applications are able to obtain necessary resources for optimal performance.",OBJECTIVES
45945,This paper presents a method for adding multiple tasks to a single deep neural network while avoiding catastrophic forgetting.,BACKGROUND/OBJECTIVES
45946,"Inspired by network pruning techniques, we exploit redundancies in large deep networks to free up parameters that can then be employed to learn new tasks.",BACKGROUND/OBJECTIVES
45952,We present a methodology for fast prototyping of morphologies and controllers for robot locomotion.,OBJECTIVES
45953,"Going beyond simulation-based approaches, we argue that the form and function of a robot, as well as their interplay with real-world environmental conditions are critical.",OBJECTIVES
45954,"Hence, fast design and learning cycles are necessary to adapt robot shape and behavior to their environment.",OBJECTIVES/METHODS
45961,This paper presents a memory efficient architecture that implements the Multi-Scale Line Detector (MSLD) algorithm for real-time retinal blood vessel detection in fundus images on a Zynq FPGA.,OBJECTIVES
45977,"In this paper we consider the uplink of a massive MIMO communication system using 5G New Radio-compliant multiple access, which is to co-exist with a radar system using the same frequency band.",OBJECTIVES
45978,We propose a system model taking into account the reverberation (clutter) produced by the radar system at the massive MIMO receiver.,OBJECTIVES
45979,"Then, we propose several linear receivers for uplink data-detection, ranging by the simple channel-matched beamformer to the zero-forcing and linear minimum mean square error receivers for clutter disturbance rejection.",OBJECTIVES
45982,An important question is to discover the relation between various network characteristics in real-world networks and how these relationships vary across network domains.,OBJECTIVES
45983,A related research question is to study how well the network models can capture the observed relations between the graph metrics.,OBJECTIVES
