,Abstract,Task 1
35881,"However, archiving rates at journals with less stringent policies were only very slightly higher than those with no policy at all.",RESULTS/CONCLUSIONS
35883,"Given the long term benefits of data accessibility to the academic community, we believe that journal based mandatory data archiving policies and mandatory data availability statements should be more widely adopted.",CONCLUSIONS
35890,"I argue that the aforementioned moral conundrums have a structure neatly accounted for, and solved by, some ideas in computability theory.",CONCLUSIONS
35904,"Furthermore, we show that employing an outcome certainty measure provides a valuable and consistent indicator of the reliability of classification results.",RESULTS/CONCLUSIONS
35906,"Further, we show that certainty measures associated with identification outcomes can significantly contribute to the practical usability of the overall system.",BACKGROUND/RESULTS/CONCLUSIONS
35921,"Correlation coefficients among different indicators for journal evaluation: impact factors by Thomson Scientific, weighted impact factors offered by different researchers, average and medians of all citing journals impact factors and 5-year impact factors were analysed.",RESULTS/CONCLUSIONS
35926,"Our method is particularly well suited for fine structures like hair, which is of great importance in practical matting applications, e.g. in film/TV production.",CONCLUSIONS
35929,"We show advantages of the new semantics, provide motivating examples based on sensor networks, and analyze model checking complexity.",RESULTS/CONCLUSIONS
35932,"In this paper, we show that modern machine learning techniques can generate highly-efficient policies automatically.",OBJECTIVES/CONCLUSIONS
35957,"When used in image generation tasks, our PixelDCL can largely overcome the checkerboard problem suffered by regular deconvolution operations.",CONCLUSIONS
35995,"Our analysis also characterizes the trade-offs and bottlenecks when integrating EPON/GPON tree networks across a metro area with a ring, a Passive Star Coupler (PSC), or an Arrayed Waveguide Grating (AWG) for uniform and non-uniform traffic.",RESULTS/CONCLUSIONS
35996,"To the best of our knowledge, the presented analysis is the first to consider multiple PONs interconnected via a metro network.",RESULTS/CONCLUSIONS
36010,We provide code that produces beautiful poetry.,RESULTS/CONCLUSIONS
36012,The work discussed here is the winner of the 2018 PoetiX Literary Turing Test Award for computer-generated poetry.,RESULTS/CONCLUSIONS
36022,The results are highly encouraging and they suggest that the approaches proposed in this paper have the potential to be applied successfully in the developing world.,RESULTS/CONCLUSIONS
36029,Android security will be a crucial area of research for IT security professionals and their academic counterparts.,CONCLUSIONS
36030,"The upside of the current situation is that malware is being quickly exposed, thanks to open source software development tools.",CONCLUSIONS
36031,This cooperation is important in curbing the widespread theft of personal information with monetary value.,CONCLUSIONS
36046,"From the experimental results, we find that the existing image-dehazing methods cannot improve much the image-classification performance and sometimes even reduce the image-classification performance.",CONCLUSIONS
36053,We demonstrate the performance of our algorithms through highly realistic experiments performed on accurately simulated underwater acoustic channels.,RESULTS/CONCLUSIONS
36070,"Our simulation results with applications to smoke animations show the benefits of our method, with comparisons for justification and verification.",CONCLUSIONS
36072,"Based on a parametric body model, we present a robust processing pipeline achieving 3D model fits with 5mm accuracy also for clothed people.",CONCLUSIONS
36074,"This enables efficient estimation of a consensus 3D shape, texture and implanted animation skeleton based on a large number of frames.",METHODS/CONCLUSIONS
36075,We present evaluation results for a number of test subjects and analyze overall performance.,CONCLUSIONS
36076,"Requiring only a smartphone or webcam, our method enables everyone to create their own fully animatable digital double, e.g., for social VR applications or virtual try-on for online fashion shopping.",CONCLUSIONS
36078,A few observations on the accuracy of these methods are recorded.,RESULTS/CONCLUSIONS
36095,The proprotor design with 24 deg preset angle and -24 deg twist is designed based on 70% weightage to forward flight and 30% weightage to hovering flight conditions.,RESULTS/CONCLUSIONS
36097,"The estimated power consumption during forward flight mode is 64% less than that required for hover, establishing the benefit of this hybrid concept.",CONCLUSIONS
36106,Our numerical experiments show feasibility of our procedures up to one-seventh of the Nyquist rates with minimal performance deterioration.,RESULTS/CONCLUSIONS
36107,We use smoothed analysis techniques to provide guarantees on the training loss of Multilayer Neural Networks (MNNs) at differentiable local minima.,OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
36125,"With the transformations covered, we hope to establish a common framework for performance engineers, compiler developers, and hardware developers, to tap into the performance potential offered by specialized hardware architectures using HLS.",CONCLUSIONS
36131,This paper studies the use of vector Lyapunov functions for the design of globally stabilizing feedback laws for nonlinear systems.,OBJECTIVES/RESULTS/CONCLUSIONS
36133,The main result of the paper shows that the existence of a vector control Lyapunov function is a necessary and sufficient condition for the existence of a smooth globally stabilizing feedback.,METHODS/CONCLUSIONS
36148,"We present an approach for the verification and validation (V&V) of robot assistants in the context of human-robot interactions (HRI), to demonstrate their trustworthiness through corroborative evidence of their safety and functional correctness.",OBJECTIVES/CONCLUSIONS
36156,"Therefore, corroborative V&V affords a systematic approach to 'meta-V&V,' in which different V&V techniques can be used to corroborate and check one another, increasing the level of certainty in the results of V&V.",RESULTS/CONCLUSIONS
36166,"Such results proved that gray and white matter can be distinguished in DW-MR multispectral analysis and, consequently, DW-MR images can also be used to furnish anatomical information.",CONCLUSIONS
36169,"We also discuss that a change of less then 0.0112 in the error rate should be considered as an irrelevant change, and used a Bayesian ANOVA analysis to conclude that with high probability the differences between these three classifiers is not of practical consequence.",RESULTS/CONCLUSIONS
36170,"We also verified the execution time of ""standard implementations"" of these algorithms and concluded that RBF SVM is the fastest (significantly so) both in training time and in training plus testing time.",RESULTS/CONCLUSIONS
36197,"Experiments on FoRM show that the proposed method improves the baseline deep sequence tagging models notably, significantly bettering performance on instances that exemplify the two challenges.",RESULTS/CONCLUSIONS
36207,"Broadly, this work suggests that complex and dynamic patterns of knowledge emerge from scientific research, and that structures reflecting intellectual integration may be beneficial for obtaining scientific insight.",CONCLUSIONS
36219,"We show that genetic programming can automatically find increasingly better pipelines that include the most effective combinations of imputation methods, feature pre-processing, and classifiers for a variety of classification problems with missing data.",RESULTS/CONCLUSIONS
36227,"The results indicate that age estimations for the intended old and child voices for female speakers were towards the target age groups, while for male speakers, the age estimations corresponded to the direction of the target voice only for elderly voices.",RESULTS/CONCLUSIONS
36228,"In the case of intended child's voice, listeners estimated the age of male speakers to be older than their chronological age for most of the speakers and not the intended target age.",RESULTS/CONCLUSIONS
36238,"Concretely, our experimental results on a six core Intel-Xeon processor show the benefits of combining WS+ET, reporting competitive performance in comparison with a task-parallel runtime-based solution.",RESULTS/CONCLUSIONS
36244,"HKRM are light-weight, general-purpose and extensible by easily incorporating multiple knowledge to endow any detection networks the ability of global semantic reasoning.",CONCLUSIONS
36248,Our method outperforms a strong baseline on a variety of metrics.,CONCLUSIONS
36252,"Experiments show that hierarchical attention significantly improves the BLEU score over a strong NMT baseline with the state-of-the-art in context-aware methods, and that both the encoder and decoder benefit from context in complementary ways.",RESULTS/CONCLUSIONS
36259,"We perform experiments on a number of benchmark datasets which show significant predictive performance gains, over a number of baselines, as a result of the exploitation of the side-information.",RESULTS/CONCLUSIONS
36268,The model is thus capable of prediction on typical stock markets.,CONCLUSIONS
36274,"Deep models are well-suited to identify ICU patients in need of life-saving interventions prior to the occurrence of an unexpected adverse event and inform shared decision-making processes among patients, providers, and families regarding goals of care and optimal resource utilization.",CONCLUSIONS
36288,The two-dimensional-Gray map representation is offered as a mathematically structured map that can help interpreting spectrograms or scalograms.,OBJECTIVES/CONCLUSIONS
36289,"Finally, the world-map representation for the genetic code is investigated, which can particularly be valuable for educational purposes -besides furnishing plenty of room for application of distance-based algorithms.",RESULTS/CONCLUSIONS
36297,The simulations are presented using two different simulators showing the general applicability of our approach.,CONCLUSIONS
36304,Extensive experiments conducted on real data sets validate our proposed approach.,RESULTS/CONCLUSIONS
36333,We show that our model improves upon prior work in scene graph generation on state-of-the-art data sets and accepted metrics.,CONCLUSIONS
36334,"Further, we demonstrate that our model is capable of handling a larger vocabulary size than prior work has attempted.",CONCLUSIONS
36344,Two simulation examples are reported to show the effectiveness of the proposed approach.,RESULTS/CONCLUSIONS
36349,"Complementing this lower bound, we present a new approximately minimax class of estimators, ratio estimators, which generalize several previous proposals in the literature.",OBJECTIVES/RESULTS/CONCLUSIONS
36360,Experiments on NTIRE2018 datasets demonstrate that the proposed unsupervised method achieves comparable results as the state-of-the-art supervised models.,RESULTS/CONCLUSIONS
36362,This short paper claims that identifying and exploring total recall language processing problems in software engineering is an important task with wide applicability.,OBJECTIVES/CONCLUSIONS
36365,"The widespread applicability of ""total recall"" to software engineering suggests that there exists some underlying framework that encompasses not just natural language processing, but a wide range of important software engineering tasks.",CONCLUSIONS
36372,Performance analysis as well as extensive numerical tests on real data corroborate the potential of Sketch-SC and its competitive performance relative to state-of-the-art scalable SC approaches.,RESULTS/CONCLUSIONS
36374,"In this study, like the HT, to obtain quadrature component of a signal, we propose the novel discrete Fourier cosine quadrature transforms (FCQTs) and discrete Fourier sine quadrature transforms (FSQTs), designated as Fourier quadrature transforms (FQTs).",OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
36375,"Using these FQTs, we propose sixteen Fourier-Singh analytic signal (FSAS) representations with following properties: (1) real part of eight FSAS representations is the original signal and imaginary part is the FCQT of the real part, (2) imaginary part of eight FSAS representations is the original signal and real part is the FSQT of the real part, (3) like the GAS, Fourier spectrum of the all FSAS representations has only positive frequencies, however unlike the GAS, the real and imaginary parts of the proposed FSAS representations are not orthogonal to each other.",OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
36377,"This study also proposes a new formulation of the FDM using the discrete cosine transform (DCT) with the GAS and FSAS representations, and demonstrate its efficacy for improved time-frequency-energy representation and analysis of nonlinear and non-stationary time series.",OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
36388,"Finally, we also included an online survey to outline PaaS technology market leaders.",RESULTS/CONCLUSIONS
36395,"As another result, we deduce a complete solution of the maximization problem, given in a compact vector form by the use of sparsified matrices.",RESULTS/CONCLUSIONS
36397,"We apply the results to solve real-world problems drawn from project (machine) scheduling, and give numerical examples.",RESULTS/CONCLUSIONS
36402,"Finally, we study the SE numerically and show that the distortion correlation can be safely neglected in Massive MIMO when there are sufficiently many users.",METHODS/RESULTS/CONCLUSIONS
36405,Other channel models and SNR variations have only minor impact on the accuracy.,CONCLUSIONS
36406,We also demonstrate the importance of taking the distortion characteristics into account in the receive combining.,RESULTS/CONCLUSIONS
36422,"While evaluating on the ISBI 2015 challenge data, our method produces a score of 90.48, where a score of 90 is considered to be comparable to a human rater.",RESULTS/CONCLUSIONS
36425,The approach is applicable to wide variety of recognition system architectures ranging from single stage matched filter bank classifiers to complex neural networks with unlimited number of hidden layers.,CONCLUSIONS
36428,"This might make the class useful for some applications, and might serve to establish an intermediate position in the trade-off between issues of expressivity and (un)decidability.",CONCLUSIONS
36437,"Our results suggest that while the Romantic network can not be labeled as a Watts-Strogatz network, it is, regarding the propagation of an STI, very close to one with high disorder.",RESULTS/CONCLUSIONS
36438,"Our simulations confirm that relationship timing affects, but strongly lowering, the final outbreak size.",CONCLUSIONS
36439,"Besides, shows a clear correlation between the average degree and the outbreak size over time.",CONCLUSIONS
36443,The iCubWorld data-set is publicly available.,CONCLUSIONS
36447,"In this work, we demonstrate that a Long Short-Term Memory (LSTM) recurrent artificial network is able not only to accurately estimate the multiphase rates at current time (i.e., act as a virtual flow meter), but also to forecast the rates for a sequence of future time instants.",METHODS/RESULTS/CONCLUSIONS
36448,"For a synthetic severe slugging case, LSTM forecasts compare favorably with the results of hydrodynamical modeling.",RESULTS/CONCLUSIONS
36449,LSTM results for a realistic noizy dataset of a variable rate well test show that the model can also successfully forecast multiphase rates for a system with changing flow patterns.,RESULTS/CONCLUSIONS
36454,"These algorithms are extremely simple, and fast for moderate values of n. They are faster and use less space than the algorithms of Atkinson (for Tangent and Secant numbers) and Akiyama and Tanigawa (for Bernoulli numbers).",CONCLUSIONS
36462,Our method uses no multiplications and has a parameter count less than half that of the multiplicative algorithm.,METHODS/RESULTS/CONCLUSIONS
36463,This both speeds up training and provides a feasible path to hardware architectures.,RESULTS/CONCLUSIONS
36464,"After describing our method, we compare the performance of the two neural decoding algorithms and show that our method achieves error-correction performance within 0.1 dB of the multiplicative approach and as much as 1 dB better than traditional belief propagation for the codes under consideration.",RESULTS/CONCLUSIONS
36470,"Moreover, based on the observations, we propose future directions for research.",CONCLUSIONS
36479,"One of the key findings is that deep supervision, enabled by dense layer-wise connections, plays a critical role in learning a good detector.",OBJECTIVES/METHODS/CONCLUSIONS
36490,"As a direct implication to management, this presents a promising path to better leveraging of knowledge stored in information systems.",CONCLUSIONS
36509,Our algorithm outperforms the legacy IEEE 802.11ad approach proving it a viable solution for the future ITS applications and services.,RESULTS/CONCLUSIONS
36514,"We report solid results on GeoQuery, Overnight, and WikiSQL to demonstrate state-of-the-art performances for both in-domain and domain-transfer tasks.",RESULTS/CONCLUSIONS
36522,"This insight allows us to train full-covariance, fully factorized, or matrix-variate Gaussian variational posteriors using noisy versions of natural gradient, Adam, and K-FAC, respectively, making it possible to scale up to modern-size ConvNets.",CONCLUSIONS
36547,The achieved average speaker verification performance based on the suggested methodology is very similar to that attained in subjective assessment by human listeners.,CONCLUSIONS
36580,"Evaluation results show an increase in the hit ratio of Content-Stores in sources, and NDN routers.",CONCLUSIONS
36581,"Moreover, for the proposed cache size allocation scheme, the number of unsatisfied and pending Interests in NDN routers is smaller than the Degree-Centrality cache size scheme.",CONCLUSIONS
36591,"We demonstrate on a 1M time series Earth observation dataset that Proximity Forest retains this accuracy on datasets that are many orders of magnitude greater than those in the UCR repository, while learning its models at least 100,000 times faster than current state of the art models Elastic Ensemble and COTE.",RESULTS/CONCLUSIONS
36607,This is used in routing decisions and for load-balancing each of the connections in an aggregated bandwidth pipe.,RESULTS/CONCLUSIONS
36617,We demonstrate the feasibility of using CRN++ on a suite of well-known algorithms for discrete and real-valued computation.,RESULTS/CONCLUSIONS
36618,"CRN++ can be easily extended to support new commands or chemical reaction implementations, and thus provides a foundation for developing more robust and practical molecular programs.",CONCLUSIONS
36634,"Some of our findings can be summarized as follows: (1) JavaScript and CSS files most often co-evolve with XSL; (2) Most Java developers but only every second C/C++ developer work with XML; (3) and more generally, we observed a significant increase of usage of XML and XSL during recent years and found that Java or C are hardly ever the only language used by a developer.",CONCLUSIONS
36635,"In fact, a developer works with more than 5 different artefact types (or 4 different languages) in a project on average.",CONCLUSIONS
36641,This new result therefore provides insight on the reason why in some cases the adversary method is stronger than the polynomial method.,CONCLUSIONS
36642,"It also reveals a clear picture of the relation between the different lower bound techniques, as it implies that all known techniques reduce to the multiplicative adversary method.",CONCLUSIONS
36652,This is shown to dramatically reduce the dimensionality of search spaces for subsequent classification procedures and to yield greatly enhanced accuracy.,RESULTS/CONCLUSIONS
36653,"Simulations on a multi-class classification task of large-scale extraction of individual features from a collection of partially related real-world images demonstrate the advantages of the ""blessing of dimensionality"" associated with TDs.",RESULTS/CONCLUSIONS
36664,The validity of the proposed method is verified both with formal proofs and numerical simulations.,RESULTS/CONCLUSIONS
36679,We develop a fundamentally different approach inspired by the well-known interactive proof system for the complement of Graph Isomorphism (GI).,RESULTS/CONCLUSIONS
36680,It yields a randomized reduction with zero-sided error from GI to MKTP.,RESULTS/CONCLUSIONS
36708,"Compared with the state-of-the-art accelerators which only exploit the input sparsity, SparseNN can achieve a 10%-70% improvement in throughput and a power reduction of around 50%.",CONCLUSIONS
36715,Parsimonious nature of the obtaining models opens the possibilities of using the proposed method in machine learning and in expert and intelligent systems needing analysis and simple representation of 1-d signals.,OBJECTIVES/CONCLUSIONS
36725,"We assess the impact of adversarial data augmentation in experiments on the Aurora-4 and CHiME-4 single-channel tasks, showing improved robustness against noise and channel variation.",CONCLUSIONS
36726,"Further improvement is obtained when combining adversarial examples with teacher/student training, leading to a 23% relative word error rate reduction on Aurora-4.",CONCLUSIONS
36776,"Simulation results show that the distributed algorithm can achieve a performance that is close to the centralized algorithm, without the added overhead and complexity.",CONCLUSIONS
36784,"Hence, our approach can be used at runtime to ensure thermally safe operation and guard against thermal threats.",CONCLUSIONS
36791,"Experimental results show that the proposed methods can handle facial attribute estimation on either multiple still images or video frames, and can correct the incorrectly annotated labels.",RESULTS/CONCLUSIONS
36823,"The survey focused on questions regarding practices and preferences of developers/testers in-the-wild for (i) designing and generating test cases, (ii) automated testing practices, and (iii) perceptions of quality metrics such as code coverage for determining test quality.",RESULTS/CONCLUSIONS
36824,"Analyzing the information gleaned from this survey, we compile a body of knowledge to help guide researchers and professionals toward tailoring new automated testing approaches to the need of a diverse set of open source developers.",RESULTS/CONCLUSIONS
36844,"We suggest that this approach is an alternative way of estimating the MTF, independently of the image type.",CONCLUSIONS
36845,"The behavior of heterogeneous multi-agent systems is studied when the coupling matrices are possibly all different and/or singular (that is, its rank is less than the system dimension).",CONCLUSIONS
36850,"By analyzing or synthesizing the blended dynamics, one can predict or design the behavior of heterogeneous multi-agent system when the coupling gain is sufficiently large.",CONCLUSIONS
36852,"Since stability of individual agent is not asked, stability of the blended dynamics is the outcome of trading stability among the agents.",CONCLUSIONS
36863,"Our methods provide significant improvements over previously reported registration techniques for the tested slices in 3D space, especially on slices with significant histological artifacts.",RESULTS/CONCLUSIONS
36864,"Further, as an application we count the number of neurons in various anatomical regions using a dataset of 51 microscopic slices from a single mouse brain.",RESULTS/CONCLUSIONS
36865,This work represents a significant contribution to this subfield of neuroscience as it provides tools to neuroanatomist for analyzing and processing histological data.,CONCLUSIONS
36876,"We demonstrate DMF mechanisms via a case study, and numerically show that it can reduce the cost of utilizing drone-cells in multitenancy cellular networks.",RESULTS/CONCLUSIONS
36894,"The application of SBIC to imbalanced datasets suggests it is comparable to, and in some cases outperforms, other commonly used classification techniques for imbalanced datasets.",RESULTS/CONCLUSIONS
36898,"The proposed method exploits the intersections of the discrete hyperboloids representing the TDOA information domain of the sensor array, and projects the whole TDOA information on the space search grid.",CONCLUSIONS
36899,"The GSG method thus allows to design the sampled spatial grid which represents the best search grid for a given sensor array, it allows to perform a sensitivity analysis of the array and to characterize its spatial localization accuracy, and it may assist the system designer in the reconfiguration of the array.",CONCLUSIONS
36908,Experiments with the Baxter robot yield parsimonious clusters that adapt online with new demonstrations and assist the operator in performing remote manipulation tasks.,RESULTS/CONCLUSIONS
36928,Our results suggest that relative entropy is a good predictor of summarization performance in the context of tasks relying on a bag-of-features model.,RESULTS/CONCLUSIONS
36929,"Based on this observation, we further propose a straightforward yet expressive summarizer, which minimizes relative entropy with respect to the original song, that objectively outperforms previous methods and is better suited to avoid potential copyright issues.",METHODS/RESULTS/CONCLUSIONS
36938,This paper presents an algorithm to design CRC codes that are optimized for the code-specific error behavior of a specified feedforward convolutional code.,OBJECTIVES/CONCLUSIONS
36959,Our results tend to show that most information in the lexicon-grammar can be transferred into a grammar and exploited successfully for the syntactic parsing of sentences.,RESULTS/CONCLUSIONS
36962,We propose a new form of reputation-based consensus with greater resistance to reputation gaming than current systems have.,OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
36975,Our program is accessible at: https://github.com/lykaust15/SupportNet,CONCLUSIONS
36982,"In summary, this work provides a framework to investigate how execution efficiency and computing capability at BBU as well as delay constraint of tasks can affect the network power minimization problem in C-RANs.",CONCLUSIONS
36991,Genetic algorithms perform global search in complex large and multimodal landscapes and provide optimal solution.,METHODS/RESULTS/CONCLUSIONS
36992,Experimental results shows that our algorithm enhance the accuracy in diagnosis of heart disease.,RESULTS/CONCLUSIONS
37004,"Using the process of contracting, we can substantially compress a digital space while preserving the topology.",RESULTS/CONCLUSIONS
37005,"The paper proposes a method for thinning a digital space which shows that this approach can contribute to computer science such as medical imaging, computer graphics and pattern analysis.",RESULTS/CONCLUSIONS
37013,"Finally, we apply PI to rank prominent scientists in the areas of databases, networks and multimedia, exhibiting the strength of the index in fulfilling its design goal.",CONCLUSIONS
37017,"The package is open-source on Github, and can be easily installed from Python Package Index repository.",RESULTS/CONCLUSIONS
37023,"We show that the running time of the algorithm scales logarithmically, rather than linearly, in the number of CV folds.",RESULTS/CONCLUSIONS
37024,"Furthermore, the algorithm has favorable properties for parallel and distributed implementation.",RESULTS/CONCLUSIONS
37025,Experiments with state-of-the-art incremental learning algorithms confirm the practicality of the proposed method.,RESULTS/CONCLUSIONS
37036,"Two SNN training algorithms are proposed: (1) SNN with discontinuous integration, which is suitable for rate-coded input spikes, and (2) SNN with continuous integration, which is more general and can handle input spikes with temporal information.",CONCLUSIONS
37049,"After introducing bipartite splitted degree sequences, we also generalize the canonical split graph decomposition for bipartite and directed graphs.",RESULTS/CONCLUSIONS
37060,"Important energy savings are achieved when proper randomness parameters are set, which are often improved when conveniently applying similarity, a concept introduced in this work that allows harnessing the gathered knowledge by sporadically selecting unexplored routing combinations akin to the best known one.",METHODS/RESULTS/CONCLUSIONS
37087,It is observed that the proposed solution is able to find the sampling points that results in a better conditioned SHM and also maintains all the application specific requirements.,CONCLUSIONS
37099,"Our intuitive approach achieves this success without any region proposals or object detectors, and can be based on a CNN that was pre-trained purely on image classification tasks without further fine-tuning.",CONCLUSIONS
37128,"For the uni-dimensional case, the opinions in one clique are all below the opinions in the other clique, hence defining a ""left clique"" and a ""right clique"".",RESULTS/CONCLUSIONS
37129,"In the two-dimensional case, our numerical results suggest that the two cliques are separated by a hyperplane in the opinion space.",RESULTS/CONCLUSIONS
37130,"We also show that the phenomenon of unidimensional opinions identified by DeMarzo, Vayanos and Zwiebel (Q J Econ 2003) extends partially to our dynamics.",CONCLUSIONS
37131,"Finally, in the context of politics, we comment about the possible relation of our results to the fragmentation of an ideology and the emergence of new political parties.",CONCLUSIONS
37137,We evaluated the proposed approach on two different CNN architectures and number of popular benchmark datasets.,RESULTS/CONCLUSIONS
37138,The experimental results demonstrate the superior ability of the proposed approach.,RESULTS/CONCLUSIONS
37151,Sometimes information itself would be better verified than trusted.,RESULTS/CONCLUSIONS
37165,We provide comprehensive empirical validation of the method with other learning based approaches.,CONCLUSIONS
37172,"The analysis for the LTE downlink shows that the synchronization signals (PSS/SSS) are very resilient to interference, whereas the downlink pilots or Cell-Specific Reference signals (CRS) are the most susceptible to a synchronized protocol-aware interferer.",CONCLUSIONS
37174,"Our methodology and tools allow rapid evaluation of the PHY layer reliability in harsh signaling environments, which is an asset to improve current standards and develop new robust wireless protocols.",CONCLUSIONS
37189,"Moreover, simulations show that the distributed power allocation policy for each user is obtained with better performance than a centralized offline scheme.",RESULTS/CONCLUSIONS
37194,We provide updated proofs to recover the original bound.,RESULTS/CONCLUSIONS
37206,This is an open source project developed under the GNU GPL v3 license and it is freely available at https://github.com/acamero/dlopt,RESULTS/CONCLUSIONS
37255,Most of the Eastern European countries are still subject to changes and are still awaiting their boost in scientific development.,CONCLUSIONS
37262,Experimental results demonstrated the effectiveness and robustness of the described texture descriptors for images that are subjected to geometric or radiometric changes.,CONCLUSIONS
37276,"Comparisons on VGG nets trained on CIFAR10 show that each of the models on their own are effective, but that the true power lies in combining them.",CONCLUSIONS
37296,The proposed method can be useful for personal health monitoring applications.,CONCLUSIONS
37312,We show that this mechanism reduces the ordering instruction latency by 39.6% and improves program performance by 11% on average over the baseline implementation.,RESULTS/CONCLUSIONS
37321,"Here, we were able to show that a more sensitive facial expression detection algorithm and a relevant interval detection approach is most promising to reveal the cause-effect pattern for dyadic communication in various instructed interaction conditions.",RESULTS/CONCLUSIONS
37326,"The cross-testing performance of the proposed method on an independent validation set acquired using a different camera and image resolution was found to be good with an average dice score of 0.92 for OD, 0.84 for OC and AUC of 0.95 on the task of glaucoma classification illustrating its potential as a mass screening tool for the early detection of glaucoma.",RESULTS/CONCLUSIONS
37331,We show how our application is able to dynamically adapt to the traffic characteristics and save energy by concentrating the traffic on as few ports as possible.,RESULTS/CONCLUSIONS
37332,"This way, unused ports remain in Low Power Idle (LPI) state most of the time, saving energy.",RESULTS/CONCLUSIONS
37360,"In fact, our system achieves optimal memory consumption in some programs.",RESULTS/CONCLUSIONS
37361,We study one-head machines through symbolic and topological dynamics.,OBJECTIVES/CONCLUSIONS
37365,"In this paper, we propose an adaptive framework for the variable step size of the fractional least mean square (FLMS) algorithm.",CONCLUSIONS
37368,The experiments clearly show that the proposed approach achieves better convergence rate compared to the FLMS and adaptive step-size modified FLMS (AMFLMS).,CONCLUSIONS
37374,Our approach equips the safety engineer with concepts and steps to (2a) elaborate scenarios of endangerment and (2b) design operational strategies for mitigating such scenarios.,RESULTS/CONCLUSIONS
37396,"More precisely, a proof is provided that Voronoi constellations of LDA lattices achieve the capacity of the AWGN channel under lattice encoding and decoding.",OBJECTIVES/RESULTS/CONCLUSIONS
37440,"Our method, ConceptGAN, can be understood as a drop in for data augmentation to improve resilience for real world applications.",OBJECTIVES/CONCLUSIONS
37469,Experimental results show the excellency of the proposed GSGW compared to recent proposed GPS embedding approach for comparing shapes of the carpal bones across populations.,CONCLUSIONS
37476,The comparison with the conventional AlexNet-based network using data from the Alzheimer's Disease Neuroimaging Initiative (ADNI) dataset (http://adni.loni.usc.edu) demonstrates significantly better performance of the proposed 3D Inception-based CNN.,METHODS/RESULTS/CONCLUSIONS
37481,"We provide empirical evidence of the value of this approach, as well as a study of the differences between WSD and NED, including ambiguity and synonymy statistics.",OBJECTIVES/RESULTS/CONCLUSIONS
37498,"Just as the space of normal grammars is parametrized into Regular, Context-Free, Context-Sensitive, and Unrestricted (with proper containment relations holding among them; see Chomsky, 1959: Theorem 1), we contend here that the L-space is a very rich landscape of grammars which cluster into kinds that are not mutually translatable.",CONCLUSIONS
37507,We describe our implementation on a Cortex-M Prototyping System and demonstrate that CaRE is secure while imposing acceptable performance and memory impact.,RESULTS/CONCLUSIONS
37514,"Based on the occupancy estimation, smart buildings will adjust the thermostat setups and HVAC operations, thus, achieving greater quality of service and drastic cost savings.",CONCLUSIONS
37520,"Our approach is conceptually simple, easy to implement and can be integrated in any CNN architecture.",CONCLUSIONS
37521,"It can be generalized to a higher number of classes, with or without further relations of containment.",CONCLUSIONS
37526,"We find that information is strongly selected (as it encodes all fitness-producing traits) by comparing the strength of selection on information to a weakly selected trait (sequence length), as well as to a neutral marker.",RESULTS/CONCLUSIONS
37527,"We observe that while strength of selection on arbitrary traits can vary during an experiment (including reversing sign), information is a selectable trait that must increase in a fixed environment.",CONCLUSIONS
37533,"A major problem becomes then that, being a dynamic figure, resilience cannot be assessed in absolute terms.",CONCLUSIONS
37537,A number of conjectures are finally put forward to associate our indicators with factors affecting the quality of resilience.,CONCLUSIONS
37544,"The approach has been validated against the 2017 Physionet/CinC Challenge dataset, obtaining a final score of 0.83 and ranking first in the competition.",RESULTS/CONCLUSIONS
37549,Numerous calculations showed the high efficiency of the new monotonous scheme developed.,CONCLUSIONS
37557,The proposed MSHMM method outperforms the compared methods in terms of equal error rate (EER).,RESULTS/CONCLUSIONS
37558,"Additionally, the effects of different parameters on the proposed method are discussed.",CONCLUSIONS
37565,"Our main findings, namely, the underlying dimension of the emotion space and the categories of emotion names, were consistent with those based on people's judgments of emotion names similarities.",RESULTS/CONCLUSIONS
37574,"We show that it performs very well in practice: It always provides the exact value, and never takes more than 30 milliseconds for any workflow, even for those with a huge number of reachable markings.",RESULTS/CONCLUSIONS
37592,"Moreover, experimental results are further discussed by considering a scenario of FR and latency as a primary factor comparing to CR models.",RESULTS/CONCLUSIONS
37599,"Additionally, we show that both estimators converge towards the true respective MMSE optimal estimators, in a common, relatively strong sense.",RESULTS/CONCLUSIONS
37605,We discuss the design of CC and argue that it constitutes a canonical model for choreographic programming.,METHODS/CONCLUSIONS
37610,"Experiments show that in most use cases NARME reduces the required number of epochs to almost one-tenth of that required by other commonly used loss functions, and also achieves great accuracy in the small amount of time in which it was trained.",CONCLUSIONS
37616,"By avoiding the tedious compile and link steps, which may fail for source code files of gigabyte sizes, new processes or complex higher order corrections that are currently out of reach could be evaluated with a VM given enough computing power.",CONCLUSIONS
37624,"Our hope is that this will help scholars, engineers and decision-makers to better grasp the upcoming difficulties, and to foresee how they can best contribute to the global effort.",CONCLUSIONS
37635,"We here show that the structure of space can be autonomously discovered by a naive agent in the form of sensorimotor regularities, that correspond to so called compensable sensory experiences: these are experiences that can be generated either by the agent or its environment.",METHODS/CONCLUSIONS
