,Abstract,Task 1
43699,"Our contributions are threefold: a) we present an efficient multi-scale approach to leverage both a large spatial context and the high resolution data, b) we investigate early and late fusion of Lidar and multispectral data, c) we validate our methods on two public datasets with state-of-the-art results.",METHODS/RESULTS
43708,"On VOT2017, our approach significantly outperforms the top performing tracker from the challenge with a relative gain of 17% in EAO.",RESULTS
43714,Our theoretical and experimental analysis proves that the computation of the geometric and exponential gain are affordable even on large real-life graphs.,RESULTS/CONCLUSIONS
43721,"Drawing concepts from the social foci theory, we identify answerers who share communities with the asker w.r.t. the question.",RESULTS
43729,"We conclude that, in order to favour use perspectives, special attention must be given to user feedback, semantics standards and linking possibilities.",RESULTS/CONCLUSIONS
43734,"We demonstrate the effectiveness of our approach on 3 benchmark action datasets showing that despite running on videos with complex activities, our approach is able to anticipate the next human action with high accuracy and obtain better results than the state-of-the-art methods.",RESULTS/CONCLUSIONS
43741,We test OIL on a wide range of hyperparameter optimizers using data from 945 software projects.,RESULTS
43742,"After tuning, large improvements in effort estimation accuracy were observed (measured in terms of standardized accuracy).",RESULTS
43751,We provide theoretical arguments why the proposed algorithm is better than the baseline training in the sense of speeding up the training process and of creating a stronger Generator.,RESULTS
43752,Performance results showed that the new algorithm is more accurate in both synthetic and image datasets resulting in improvements ranging between 5% and 50%.,RESULTS
43758,The model yields a market equilibrium depicting traditional and distributed generator and load setpoints.,RESULTS
43762,Numerical tests are provided to showcase the overall implementation.,RESULTS
43770,We experimentally show on synthetic data that the proposed algorithm yields results comparable to the classical Expectation-Maximization (EM) technique while requiring significantly less memory and fewer computations when the number of database elements is large.,RESULTS
43771,We further demonstrate the potential of the approach on real large-scale data (over 10 8 training samples) for the task of model-based speaker verification.,RESULTS
43772,"Finally, we draw some connections between the proposed framework and approximate Hilbert space embedding of probability distributions using random features.",RESULTS
43781,Experiments on three datasets validate the performance of PFCVMLP along two dimensions: classification performance and effectiveness for feature selection.,RESULTS
43782,"Finally, we analyze the generalization performance and derive a generalization error bound for PFCVMLP .",RESULTS
43790,"We empirically evaluated our unified framework on a variety of both non-submodular and submodular energies, including energies from Middlebury benchmark.",RESULTS
43800,"Simulation results show that our method is able to recover the CFO and the channel compressively, even in the presence of phase noise.",RESULTS/CONCLUSIONS
43804,Our models achieve better results than previous approaches on sentiment classification and topic classification tasks.,RESULTS/CONCLUSIONS
43809,"In order to solve the algorithmic and systems challenges of such an approach, which will involve not only computer scientists, but also roboticists, chemists and material scientists, the community requires a common platform - much like the ""Mote"" that bootstrapped the widespread adoption of the field of sensor networks - that is small, provides ample of computation, is equipped with basic networking functionalities, and preferably can be powered wirelessly.",RESULTS
43811,"We find that freezing any single component during continued training has minimal impact on performance, and that performance is surprisingly good when a single component is adapted while holding the rest of the model fixed.",METHODS/RESULTS
43812,"We also find that continued training does not move the model very far from the out-of-domain model, compared to a sensitivity analysis metric, suggesting that the out-of-domain model can provide a good generic initialization for the new domain.",RESULTS/CONCLUSIONS
43816,We compare this model with IRNNs and LSTMs on multiple sequence modeling benchmarks.,RESULTS
43817,The RINs demonstrate competitive performance and converge faster in all tasks.,RESULTS
43818,"Notably, small RIN models produce 12%--67% higher accuracy on the Sequential and Permuted MNIST datasets and reach state-of-the-art performance on the bAbI question answering dataset.",RESULTS
43823,GAN-EDA doe not yield competitive results - the GAN lacks the ability to quickly learn a good approximation of the probability distribution.,RESULTS
43824,A key reason seems to be the large amount of noise present in the first EDA generations.,RESULTS
43828,The resulting system is named SITUP: Scale Invariant Tracking using Average Peak-to-Correlation Energy.,METHODS/RESULTS
43829,SITUP effectively tackles the problem of fixed template size in standard discriminative correlation filter based trackers.,RESULTS/CONCLUSIONS
43830,Extensive empirical evaluation on the publicly available tracking benchmark datasets demonstrates that the proposed scale searching framework meets the demands of scale variation challenges effectively while providing superior performance over other scale adaptive variants of standard discriminative correlation filter based trackers.,RESULTS/CONCLUSIONS
43831,"Also, SITUP obtains favorable performance compared to state-of-the-art trackers for various scenarios while operating in real-time on a single CPU.",RESULTS/CONCLUSIONS
43834,"Our results reveal very distinct patterns across the two case studies, in terms of both structural and dynamic properties.",RESULTS/CONCLUSIONS
43845,"Finally, we introduce the practical performance of our metrics in the ACL-WMT workshop shared tasks, which show that the proposed methods are robust across different languages.",RESULTS/CONCLUSIONS
43850,"Surprisingly, we find that grid-like spatial response patterns emerge in trained networks, along with units that exhibit other spatial correlates, including border cells and band-like cells.",RESULTS
43851,All these different functional types of neurons have been observed experimentally.,BACKGROUND/RESULTS
43852,The order of the emergence of grid-like and border cells is also consistent with observations from developmental studies.,RESULTS
43855,We show that from a compact specification such computational aspects as MPI messages or task dependencies can be automatically derived.,RESULTS
43860,"This survey reveals several key methodological gaps, which include extensive filtering of experimental subpopulations, ineffective student model evaluation, and the use of experimental data which would be unavailable for real-world student success prediction and intervention, which is the ultimate goal of such models.",RESULTS/CONCLUSIONS
43865,"Experiments show an improvement both over existing unsupervised methods, and over state-of-the-art supervised models when evaluating outside their corpus of origin.",RESULTS/CONCLUSIONS
43866,Experiments also show how the same compositional operations can be shared across languages.,RESULTS/CONCLUSIONS
43871,Results on the ICDAR RRC and the COCO-text datasets show superior performance over current state-of-the-art.,RESULTS
43876,Evaluation results suggest that such foveated streaming can reduce bandwidth requirements by even more than 50% depending on parametrization of the foveated video coding and that it is feasible from the latency perspective.,RESULTS/CONCLUSIONS
43880,"In particular, we show that the later a peer arrives in a torrent, the longer it takes to reach its maximum peer set size.",RESULTS
43882,"We show that BitTorrent generates a robust overlay, but that this overlay is not a random graph.",RESULTS
43883,"In particular, the connectivity of a peer to its neighbors depends on its arriving order in the torrent.",RESULTS
43884,We also show that a large number of NATed peers significantly compromise the robustness of the overlay to attacks.,RESULTS
43885,"Finally, we evaluate the impact of peer exchange on the overlay properties, and we show that it generates a chain-like overlay with a large diameter, which will adversely impact the efficiency of large torrents.",METHODS/RESULTS
43886,"The Gilbert type bound for codes in the title is reviewed, both for small and large alphabets.",RESULTS
43887,"Constructive lower bounds better than these existential bounds are derived from geometric codes, either over Fp or Fp2 ; or over even degree extensions of Fp: In the latter case the approach is concatena- tion with a good code for the Hamming metric as outer code and a short code for the Lee metric as an inner code.",METHODS/RESULTS
43896,The empirical results demonstrated that topic hierarchies with the combination of the two kinds of privileged information can provide better recommendations.,RESULTS/CONCLUSIONS
43899,The proposed blended quadrature rules have advantages over alternative integration rules for isogeometric analysis on uniform and non-uniform meshes as well as for different polynomial orders and continuity of the basis.,RESULTS
43900,The optimally-blended schemes improve the convergence rate of the method by two orders with respect to the fully-integrated Galerkin method.,RESULTS
43906,Experimental results confirm the effectiveness of our proposal considering networks of different scales and topological characteristics.,RESULTS
43911,"We show that with our generalization it is possible to achieve significantly higher levels of adaptation to new tasks, enabling the approach to compete with fine tuning strategies by requiring slightly more than 1 bit per network parameter per additional task.",RESULTS
43912,"Experiments on two popular benchmarks showcase the power of our approach, that achieves the new state of the art on the Visual Decathlon Challenge.",RESULTS
43917,"SAB finds rough bounds at first, and then refines them as more time is given.",RESULTS
43922,The entropy increases with time in these models and the existence of an H-theorem is computationally checked.,RESULTS/CONCLUSIONS
43923,"Also, it is shown that any small perturbation of the models equations make them to lose the exponential distribution as an equilibrium solution.",RESULTS/CONCLUSIONS
43927,"A main result of this work is a sharp analysis of two robust distributed gradient descent algorithms based on median and trimmed mean operations, respectively.",METHODS/RESULTS
43928,"We prove statistical error rates for three kinds of population loss functions: strongly convex, non-strongly convex, and smooth non-convex.",RESULTS
43929,"In particular, these algorithms are shown to achieve order-optimal statistical error rates for strongly convex losses.",RESULTS
43931,"For strongly convex quadratic loss, we show that this algorithm achieves the same optimal error rate as the robust distributed gradient descent algorithms.",RESULTS
43938,"Results using two real astronomical problems, Supernova Ia classification and identification of Mars landforms, show two main advantages with our approach: increased accuracy performance and substantial savings in computational cost.",RESULTS/CONCLUSIONS
43944,"We show here, for the first time, that Granger causal analysis of brain networks is a tensor regression problem, thus allowing the atomic decomposition of brain networks.",RESULTS
43956,"While an exact solution to this decision problem is challenging, we exploit ideas from queueing theory to derive scheduling policies based on prediction of a receiver queue length that, while suboptimal, can be efficiently implemented and offer substantially better performance than state of the art approaches.",RESULTS
43957,We obtain a number of useful analytic bounds that help characterise design trade-offs and our analysis highlights that the use of prediction plays a key role in achieving good performance in the presence of significant feedback delay.,RESULTS
43958,Our approach readily generalises to networks of paths and we illustrate this by application to multipath transport scheduler design.,RESULTS
43966,"We demonstrate that subgoal-based interactive structuring of the learning task results in significantly more efficient learning, requiring only a fraction of the demonstration data needed for learning the underlying reward function with the baseline IRL model.",RESULTS/CONCLUSIONS
43970,An algorithm is proposed for solving the problem which gives the bisimulation with the minimum number of states if it already exists and also a parameter of the algorithm is properly tuned.,RESULTS
43971,There is no need for stability assumptions and no time discretization is applied.,RESULTS
43972,The results are applied to an example,RESULTS
43981,"For some compression settings, on a large set of benchmark files, our low-memory SA-based encoders are also faster than tree-based encoders.",RESULTS/CONCLUSIONS
43982,"This provides time and memory efficient LZ77 encoding, being a possible replacement for trees on well known encoders like LZMA.",RESULTS/CONCLUSIONS
43986,"We find that, by employing standard batching optimizations for CPU training, we achieve a 4.5x throughput improvement over Caffe on popular networks like CaffeNet.",METHODS/RESULTS
43987,"Moreover, with these improvements, the end-to-end training time for CNNs is directly proportional to the FLOPS delivered by the CPU, which enables us to efficiently train hybrid CPU-GPU systems for CNNs.",RESULTS/CONCLUSIONS
43996,"The proposed model demonstrates the effectiveness of using formal specification in conjunction with agent-based simulation for developing models of CAS in general and, social network-based agent-based models, in particular.",RESULTS/CONCLUSIONS
44004,"For the Message and Transmitter Deniability problems, we fully characterise the capacity region for general broadcast channels, while for the Receiver Deniability problem, we give an achievable rate region for physically degraded broadcast channels.",RESULTS
44011,"Experiments conducted with 60 benchmark functions show the superiority of SCSS in three classic, four state-of-the-art and four up-to-date algorithms.",RESULTS/CONCLUSIONS
44023,Our model achieves the overall ranking of No.2 in the ECCV 2018 Chalearn LAP Inpainting Competition Track 3 (Fingerprint Denoising and Inpainting).,RESULTS
44024,"Among all participating teams, we obtain the MSE of 0.0231 (rank 2), PSNR 16.9688 dB (rank 2), and SSIM 0.8093 (rank 3) on the hold-out testing set.",RESULTS
44037,Our contribution is the characterisation of algorithms performance using a freely available dataset and data originating from surfaces provided with robot skin.,RESULTS
44042,"Using an empirical evaluation, we illustrate that our method, DTIM, provides significant improvements in nativeness scoring for Malayalam, establishing DTIM as the preferred method for the task.",RESULTS/CONCLUSIONS
44046,"We provide a general taxonomy to classify the literature of LSM improvements, survey the efforts in detail, and discuss their strengths and trade-offs.",METHODS/RESULTS
44047,We further survey several representative LSM-based open-source NoSQL systems and we discuss some potential future research directions resulting from the survey.,METHODS/RESULTS
44048,This comment recalls a previously proposed encoding scheme involving two synchronized random number generators (RNGs) to compress the transmission message.,BACKGROUND/RESULTS
44049,"It is also claimed that the recently proposed random number modulation (RNM) scheme suffers considerably from the severe error propagation, and that, in general, the overall energy consumption is minimized when all information bits are transmitted as fast as possible with the minimum latency.",RESULTS/CONCLUSIONS
44056,"Perhaps surprisingly, we identify a remarkably high number of Ponzi schemes, despite the hosting platform has been operating for less than two years.",RESULTS
44060,"For the Independent Cascade (IC) model and the discrete Susceptible Infected (SI) model, both of which are discrete time models, we show that as the infected subgraph grows with time, the Jordan center persists on a single vertex after a finite number of timesteps.",RESULTS
44061,"Finally, we also study the continuous time version of the SI model and bound the maximum distance between the Jordan center and the root node at any time.",RESULTS
44073,"Numerical studies based on realistic data demonstrate that the total cost of the interconnected-microgrids operation can be reduced by up to 13.2% through energy trading, and an individual participating microgrid can achieve up to 29.4% reduction in its cost through energy trading.",RESULTS/CONCLUSIONS
44080,"To achieve greater transparency, accountability, and impact, residents expressed a desire for a tool that would help them determine eligibility and quantify this commitment.",OBJECTIVES/METHODS/RESULTS
44083,These forecasts are also incorporated into an interactive tool for community residents to determine their eligibility for the fund and the expected increase in their home value over the next seven years.,RESULTS
44086,Human-designed artificial intelligences can only remain stable until they discover how to manipulate their own utility function.,RESULTS
44087,"By definition, a human designer cannot prevent a superhuman intelligence from modifying itself, even if protection mechanisms against this action are put in place.",RESULTS
44088,"Without evolutionary pressure, sufficiently advanced artificial intelligences become inert by simplifying their own utility function.",RESULTS
44089,"Within evolutionary processes, the implicit utility function is always reducible to persistence, and the control of superhuman intelligences embedded in evolutionary processes is not possible.",RESULTS
44090,Mechanisms against utility function self-modification are ultimately futile.,RESULTS
44098,"We show that proposed deep network is more accurate, faster and does not require any special preprocessing stage.",RESULTS
44099,Preliminary results of our approach for simulated events of the BM@N GEM detector are presented.,RESULTS
44102,We extend these lower bounds to Markov decision processes with the total reward and average-reward optimality criteria.,RESULTS
44107,"Our results show that these structured representations allow the agent to outperform both humans and more naive approaches, suggesting that relational inductive bias is an important component in solving structured reasoning problems and for building more intelligent, flexible machines.",RESULTS/CONCLUSIONS
44110,"Several CNNs, including the scattering networks, the AlexNet and the GoogleNet, are studied numerically and compared to the theoretical bounds.",RESULTS
44123,"This strategy includes creating an Arabic font, designed in OpenType format, along with suitable justification in TEX.",RESULTS/CONCLUSIONS
44131,"Experimental results show that our model outperforms the sequence-to-sequence baseline by the BLEU score of 6.3 and 5.5 on two English text simplification datasets, and the ROUGE-2 F1 score of 5.7 on a Chinese summarization dataset.",RESULTS
44133,"This article presents a methodology that automatically derives a combinatorial specification for a permutation class C, given its basis B of excluded patterns and the set of simple permutations in C, when these sets are both finite.",OBJECTIVES/RESULTS/CONCLUSIONS
44135,"The obtained specification yields a system of equations satisfied by the generating function of C, this system being always positive and algebraic.",RESULTS
44136,It also yields a uniform random sampler of permutations in C. The method presented is fully algorithmic.,METHODS/RESULTS
44155,A closed-form expression for the D2D coverage probability is obtained.,RESULTS
44156,"The energy consumption problem is then formulated as a function of the caching distribution, and the optimal probabilistic caching distribution is obtained.",RESULTS
44157,Results reveal that the proposed caching distribution reduces energy consumption up to 33% as compared to caching popular files scheme.,RESULTS
44164,"We propose two novel statistical criteria and three strategies and we experimentally prove that they correctly decide both where and when to partition, outperforming existing approaches.",METHODS/RESULTS
44165,"We experimentally evaluate MDP_DT in a real large scale cluster over variable not-encountered workloads and we show that it takes more informed decisions compared to static and model-free approaches, while requiring a minimal amount of training data.",RESULTS/CONCLUSIONS
44175,The evaluation of state-of-the-art object detection and instance segmentation methods on D2S reveals significant room for improvement.,RESULTS
44185,"Specifically, we study the dynamic linear-Gaussian bandit, and both the static and dynamic logistic cases too.",RESULTS
44192,This proposed method has the property of regularization and collaborates well with the commonly used batch normalization technique.,RESULTS
44193,"We conduct comprehensive experiments on several widely-used image datasets including CIFAR-10, CIFAR-100, SVHN and ImageNet for supervised learning over the state-of-the-art convolutional neural networks, such as Inception, VGG and residual networks.",RESULTS
44195,"We also apply our method to Ladder network for semi-supervised learning on permutation invariant MNIST dataset, and our method outperforms the state-of-the-art methods: we obtain test errors as 2.52%, 1.06%, and 0.91% with only 20, 50, and 100 labeled samples, respectively.",RESULTS
44196,"In this paper,a new design of wireless sensor network (WSN)node is discussed which is based on components with ultra low power.We ha e de eloped a Low cost and low power WSN Node using MSP430 and nRF24L01.The architectural circuit details are presented.This architecture fulfils the requirements like low cost,low power,compact size and self organization.Various tests are carried out to test the performance of the nRF24L01 module.The packet loss,free Space loss (FSL)and battery lifetime calculations are described.These test results will help the researchers to build new applications using abo e node and to work efficiently with nRF24L01.",BACKGROUND/OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
44201,We unify many of these approaches under one simple system and design a new algorithm with improved performance.,RESULTS
44202,"We also develop enhanced versions of existing algorithms, with an eye on scalability and performance.",RESULTS
44206,"Results show a significant increase in the number of references per paper, the average rises from 8 in 1972 to 25 in 2013.",RESULTS
44213,"Our method outperformed the classical energy based selection approaches, achieving for SVM, Bayesian and kNN classifiers an overall classification accuracy of 94.12%, 92.50% and 79.70%, as compared to 86.31%, 83.19% and 51.63% for the co-occurrence matrix, and 76.01%, 73.50% and 50.69% for the energy texture signatures, respectively.",RESULTS
44219,Experiments using the VOT2016 dataset show that our tracker out-performs all other part-based trackers in terms of robustness to camera motion and object motion change.,RESULTS/CONCLUSIONS
44223,Many aspects of this software integration can be generalized to serve as a template for federative cloud access.,RESULTS/CONCLUSIONS
44235,"Evaluation results from these experiments demonstrate that motion data from wrist-wearables can be effectively employed as a side-channel to significantly reduce the unlock combination search-space of commonly found combination locks, thus compromising the physical security provided by these locks.",RESULTS/CONCLUSIONS
44243,We verify the proposed method on a practical problem: person re-identification (re-ID).,RESULTS
44244,This task aims to retrieve a query person from other cameras.,RESULTS
44247,"On three large-scale datasets, Market-1501, CUHK03 and DukeMTMC-reID, we obtain +4.37%, +1.6% and +2.46% improvement in rank-1 precision over the baseline CNN, respectively.",RESULTS
44248,We additionally apply the proposed method to fine-grained bird recognition and achieve a +0.6% improvement over a strong baseline.,RESULTS
44253,"Simulation results show the root mean square (RMS) positioning accuracy of 25 cm and 5 cm for one and 4 PDs scenarios, respectively.",RESULTS
44264,"Using the CPS meta-model formalization, with an adaptation of the Formal Concept Analysis (FCA) formal approach, this paper presents a way to optimize the modelling of CPS systems emphasizing their redundancy and their resiliency.",METHODS/RESULTS/CONCLUSIONS
44275,SplitNN does not share raw data or model details with collaborating institutions.,RESULTS/CONCLUSIONS
44276,"The proposed configurations of splitNN cater to practical settings of i) entities holding different modalities of patient data, ii) centralized and local health entities collaborating on multiple tasks and iii) learning without sharing labels.",RESULTS/CONCLUSIONS
44277,"We compare performance and resource efficiency trade-offs of splitNN and other distributed deep learning methods like federated learning, large batch synchronous stochastic gradient descent and show highly encouraging results for splitNN.",RESULTS
44279,"We showed that with good cross-polarization discrimination (XPD), DP-FBMC solves the intrinsic imaginary interference shortcoming of FBMC without extra processing.",METHODS/RESULTS
44280,"DP-FBMC also has other interesting advantages over cyclic prefix orthogonal frequency-division multiplexing (CP-OFDM) and FBMC such as more robustness in dispersive channels, and it is also more robust to receiver carrier frequency offset (CFO) and timing offset (TO).",RESULTS
44282,"According to the analysis and results, with a proper choice of prototype filter, DP-FBMC has comparable PAPR to FBMC.",RESULTS/CONCLUSIONS
44293,Our empirical study shows that BiDIAF improves the power loss prediction accuracy by about 3% and localization accuracy by about 4%.,RESULTS
44294,Our end-to-end model yields further improvement of about 24% on localization when learned in a weakly supervised manner.,RESULTS
44295,Our approach is generalizable and showed promising results on web crawled solar panel images.,RESULTS
44296,Our system has a frame rate of 22 fps (including all steps) on a NVIDIA TitanX GPU.,RESULTS
44302,"We demonstrate the model's strength, robustness and interpretability on the challenging CLEVR dataset for visual reasoning, achieving a new state-of-the-art 98.9% accuracy, halving the error rate of the previous best model.",RESULTS
44303,"More importantly, we show that the model is computationally-efficient and data-efficient, in particular requiring 5x less data than existing models to achieve strong results.",RESULTS
44314,"Best results are obtained with RBF kernel: maximum (worst) values for MSE and MAPE were about 2.89 10-8 and 0.023, respectively.",RESULTS
44317,"With Rician fading modeled residual self-interference channel, analytical expressions of outage probability and ergodic capacity are presented for the maximum relay, signal-to-interference-plus-noise-ratio (SINR) relay, and target relay.",RESULTS
44328,Experimental results show how the new algorithm outperforms JKinds already existing synthesis procedure based on k-induction and addresses soundness issues in the k-inductive approach with respect to unrealizable results.,RESULTS/CONCLUSIONS
44334,"Our extensive experiments and evaluations, both subjective and objective, on standard datasets showed that Grad-CAM++ provides promising human-interpretable visual explanations for a given CNN architecture across multiple tasks including classification, image caption generation and 3D action recognition; as well as in new settings such as knowledge distillation.",RESULTS/CONCLUSIONS
44344,Extensive experiments are performed on matrix completion and robust principal component analysis.,RESULTS
44345,The proposed method achieves significant speedup over the state-of-the-art.,RESULTS
44346,"Moreover, the matrix solution obtained is more accurate and has a lower rank than that of the traditional nuclear norm regularizer.",RESULTS
44350,We find that large batch sizes degrade the performance of a leading stopping method over and above the degradation that results from reduced learning efficiency.,RESULTS
44351,We analyze this degradation and find that it can be mitigated by changing the window size parameter of how many past iterations of learning are taken into account when making the stopping decision.,METHODS/RESULTS
44352,"We find that when using larger batch sizes, stopping methods are more effective when smaller window sizes are used.",RESULTS/CONCLUSIONS
44360,We also establish initial baselines on this dataset using existing state of the art models.,METHODS/RESULTS
44367,Accuracy is 77.6% and balanced accuracy is 83%.,RESULTS
44368,"We apply the classifier to a dataset of 109,488 tweets produced by far right Twitter accounts during 2017.",RESULTS
44369,"Whilst most tweets are not Islamophobic, weak Islamophobia is considerably more prevalent (36,963 tweets) than strong (14,895 tweets).",RESULTS
44370,Our main input feature is a gloVe word embeddings model trained on a newly collected corpus of 140 million tweets.,RESULTS
44371,"It outperforms a generic word embeddings model by 5.9 percentage points, demonstrating the importan4ce of context.",RESULTS
44372,"Unexpectedly, we also find that a one-against-one multi class SVM outperforms a deep learning algorithm.",RESULTS
44377,This paper also describes a dataset collection with several semantically labeled videos and introduces a new smoothness evaluation metric for egocentric videos that is used to test our method.,RESULTS
44378,"Graph algorithms applied in many applications, including social networks, communication networks, VLSI design, graphics, and several others, require dynamic modifications -- addition and removal of vertices and/or edges -- in the graph.",BACKGROUND/OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
44379,This paper presents a novel concurrent non-blocking algorithm to implement a dynamic unbounded directed graph in a shared-memory machine.,BACKGROUND/OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
44380,The addition and removal operations of vertices and edges are lock-free.,BACKGROUND/OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
44381,"For a finite sized graph, the lookup operations are wait-free.",BACKGROUND/OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
44382,Most significant component of the presented algorithm is the reachability query in a concurrent graph.,BACKGROUND/OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
44383,The reachability queries in our algorithm are obstruction-free and thus impose minimal additional synchronization cost over other operations.,BACKGROUND/OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
44384,We prove that each of the data structure operations are linearizable.,BACKGROUND/OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
44385,We extensively evaluate a sample C/C++ implementation of the algorithm through a number of micro-benchmarks.,BACKGROUND/OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
44386,The experimental results show that the proposed algorithm scales well with the number of threads and on an average provides 5 to 7x performance improvement over a concurrent graph implementation using coarse-grained locking.,BACKGROUND/OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
44388,"The model identifies both the common aspects in all software development, i.e., elements found in some form or another in each and every software development project (Intent, Product, People, Work, Time, Quality, Risk, Cost, Value), as well as the variable part, i.e., the main factors that cause the very wide variations we can find in the software development world (Size, Age, Criticality, Architecture stability, Business model, Governance, Rate of change, Geographic distribution).",RESULTS
44389,"We show how the model can be used as an explanatory theory of software development, as a tool for analysis of practices, techniques, processes, as the basis for curriculum design or for software process adoption and improvement, and to support empirical research on software development methods.",RESULTS/CONCLUSIONS
44391,We present necessary and sufficient optimality conditions for finite time optimal control problems for a class of hybrid systems described by linear complementarity models.,RESULTS
44393,"These imply that the classical Karush-Kuhn-Tucker conditions of nonlinear programming theory are both necessary and sufficient for local optimality, which is not the case for general mathematical programs with complementarity constraints.",RESULTS
44394,We also present sufficient conditions for global optimality.,RESULTS
44395,We proceed to show that the dynamics of every continuous piecewise affine system can be written as the optimizer of a mathematical program which results in a linear complementarity model satisfying our structural assumptions.,RESULTS
44397,We present simulation results showing the substantial benefits possible from using a nonlinear programming approach to the optimal control problem with complementarity constraints instead of a more traditional mixed-integer formulation.,RESULTS
44400,These specialized processors perform unique medical functions encoded as medical operational codes (mopcs).,METHODS/RESULTS/CONCLUSIONS
44401,"From a pragmatic perspective, MPUs function very close to CPUs.",BACKGROUND/METHODS/RESULTS
44405,We follow the functional overlap between the two processes and evolve the design of medical computer systems and networks.,RESULTS/CONCLUSIONS
44414,"In contrast to other approaches it does not introduce the need to switch the language to a (static) type system, which is known to change the semantics in languages like Prolog.",RESULTS
44416,The paper presents a parallel implementation of existing image fusion methods on a graphical cluster.,BACKGROUND/OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
44417,Parallel implementations of methods based on discrete wavelet transformation (Haars and Daubechies discrete wavelet transform) are developed.,OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
44418,Experiments were performed on a cluster using GPU and CPU and performance gains were estimated for the use of the developed parallel implementations to process satellite images from satellite Landsat 7.,OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
44419,The implementation on a graphic cluster provides performance improvement from 2 to 18 times.,OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
44420,The quality of the considered methods was evaluated by ERGAS and QNR metrics.,METHODS/RESULTS/CONCLUSIONS
44421,The results show performance gains and retaining of quality with the cluster of GPU compared to the results obtained by the authors and other researchers for a CPU and single GPU.,METHODS/RESULTS/CONCLUSIONS
44426,"This allows us to make an intrinsic analysis, extending our QFT index formula, but without any a priori given dynamics; the associated incremental free energy is related to the logarithm of the Jones index and is thus quantised.",RESULTS
44430,Using recent developments in the theory of topological persistence we provide simple and natural proofs of the stability of the persistent homology of such complexes with respect to the Gromov--Hausdorff distance.,RESULTS
44431,We also exhibit a few noteworthy properties of the homology of the Rips and Cech complexes built on top of compact spaces.,RESULTS
44438,"With a comprehensive set of experiments, we show how this data can be used to train discriminative models that produce results with an unprecedented level of detail: our models predict 31 segments and 91 landmark locations on the body.",RESULTS
44439,"Using the 91 landmark pose estimator, we present state-of-the art results for 3D human pose and shape estimation using an order of magnitude less training data and without assumptions about gender or pose in the fitting procedure.",RESULTS
44440,"We show that UP-3D can be enhanced with these improved fits to grow in quantity and quality, which makes the system deployable on large scale.",RESULTS
44441,"The data, code and models are available for research purposes.",RESULTS
44444,"The proposed algorithm has been evaluated based on publicly available datasets, and extensive comparison experiments have demonstrated that our algorithm could achieve feature selection performance competitive to state-of-the-art algorithms.",RESULTS
44454,We empirically show its reduced cumulative regret when compared to state-of-the-art alternatives in representative bandit settings.,RESULTS
44458,Our results indicate that our opportunistic routing can exhibit a net improvement in overall power--delay trade-off over the conventional routing by providing up to a logarithmic boost in the scaling law.,RESULTS
44459,"Such a gain is possible since the receivers can tolerate more interference due to the increased received signal power provided by the multi-user diversity gain, which means that having more simultaneous transmissions is possible.",RESULTS/CONCLUSIONS
44468,"The experiments use both in-logic evaluation of Coq and HOL4, and execution of extracted code outside of the logics: we benchmark Coq extracted unverified OCaml code and a CakeML-generated verified binary.",RESULTS
44476,We validate our methodology using a one year long trace of 1600 mobile users and demonstrate that it can estimate a user's advertising worth with more than 82% accuracy.,RESULTS
44479,We prove convergence of the algorithm in a Hilbert space setting and show that several recently proposed first-order methods can be obtained as special cases of the general algorithm.,RESULTS
44480,"Numerical results show that the proposed algorithm converges faster than existing methods, while keeping the computational cost of each iteration basically unchanged.",RESULTS
44486,We test the method in the real-world environment with a VLP-16 Velodyne LiDAR and the experimental results prove the validity and robustness of the proposed method.,RESULTS/CONCLUSIONS
44488,"The first two protocols, named Protocol 1 and Protocol 2, achieve privacy for the scenario with noncolluding nodes.",RESULTS
44490,"We prove that, for certain linear codes, Protocol 1 achieves the maximum distance separable (MDS) PIR capacity, i.e., the maximum PIR rate (the ratio of the amount of retrieved stored data per unit of downloaded data) for a DSS that uses an MDS code to store any given (finite and infinite) number of files, and Protocol 2 achieves the asymptotic MDS-PIR capacity (with infinitely large number of files in the DSS).",RESULTS
44491,"In particular, we provide a necessary and a sufficient condition for a code to achieve the MDS-PIR capacity with Protocols 1 and 2 and prove that cyclic codes, Reed-Muller (RM) codes, and a class of distance-optimal local reconstruction codes achieve both the finite MDS-PIR capacity (i.e., with any given number of files) and the asymptotic MDS-PIR capacity with Protocols 1 and 2, respectively.",RESULTS
44492,"Furthermore, we present a third protocol, Protocol 3, for the scenario with multiple colluding nodes, which can be seen as an improvement of a protocol recently introduced by Freij-Hollanti et al..",RESULTS
